Brand,Car Age,Price,Body,Mileage,EngineV,Engine Type,Model
Mercedes-Benz,19,8000.0,sedan,300,2.0,Petrol,E-Class
Mitsubishi,11,10500.0,sedan,130,2.0,Petrol,Lancer X
Mercedes-Benz,15,11400.0,sedan,220,5.0,Petrol,S 500
Volkswagen,13,8300.0,hatch,147,1.6,Gas,Golf Plus
Audi,20,6900.0,sedan,250,2.4,Gas,A6
Mercedes-Benz,19,8500.0,other,210,4.3,Gas,ML 430
Volkswagen,12,17300.0,crossover,148,3.0,Diesel,Touareg
Volkswagen,26,3500.0,vagon,215,2.0,Petrol,Passat B3
Volkswagen,16,5000.0,hatch,220,1.4,Petrol,Polo
Mitsubishi,12,6900.0,sedan,118,1.6,Petrol,Lancer
Toyota,20,5500.0,crossover,188,2.0,Petrol,Rav 4
BMW,12,17900.0,other,98,3.0,Petrol,Z4
Volkswagen,7,11500.0,van,210,2.0,Diesel,Caddy
Volkswagen,8,12800.0,vagon,167,1.6,Diesel,Golf Variant
Volkswagen,15,7000.0,van,350,1.0,Other,T5 (Transporter) 
BMW,18,8400.0,sedan,220,2.2,Gas,5 Series
Audi,20,3000.0,van,11,1.9,Diesel,A6
Renault,11,5200.0,sedan,160,1.4,Gas,Symbol
Mitsubishi,14,5700.0,vagon,120,1.3,Petrol,Colt
Mitsubishi,28,6500.0,crossover,285,2.5,Diesel,Pajero
Volkswagen,20,2300.0,vagon,200,1.9,Diesel,Passat B5
Volkswagen,13,7700.0,van,228,1.9,Diesel,Caddy
Volkswagen,7,10999.0,van,110,1.6,Diesel,Caddy
BMW,15,8700.0,other,212,3.0,Diesel,730
Mercedes-Benz,19,7200.0,sedan,312,3.2,Petrol,E-Class
BMW,10,39000.0,crossover,38,3.0,Petrol,X6
Mitsubishi,12,11999.0,crossover,235,3.0,Gas,Pajero Wagon
Volkswagen,8,18100.0,other,195,2.0,Diesel,T5 (Transporter)
Mitsubishi,19,1600.0,vagon,185,1.3,Petrol,Space Star
Renault,13,2650.0,vagon,1,1.0,Diesel,Laguna
Volkswagen,7,23300.0,sedan,115,1.8,Petrol,Passat CC
BMW,11,25500.0,crossover,210,3.0,Gas,X5
Volkswagen,7,20900.0,sedan,122,2.0,Petrol,Passat B7
Renault,23,3700.0,hatch,310,2.0,Petrol,Laguna
Toyota,10,9500.0,sedan,125,1.6,Petrol,Corolla
Mercedes-Benz,6,61500.0,crossover,121,3.0,Diesel,GL 350
Volkswagen,14,8800.0,other,217,1.9,Diesel,Passat B5
BMW,7,34900.0,vagon,136,2.0,Diesel,520
Audi,20,3600.0,vagon,200,2.5,Diesel,A6
Mercedes-Benz,6,28000.0,other,12,1.8,Petrol,C-Class
BMW,9,25800.0,sedan,203,2.0,Diesel,520
Mitsubishi,8,25999.0,crossover,86,3.2,Diesel,Pajero Wagon
Volkswagen,3,29600.0,sedan,11,1.4,Petrol,Passat B8
BMW,18,3200.0,sedan,178,1.9,Petrol,318
Mercedes-Benz,20,6900.0,van,200,2.3,Diesel,Vito
Mercedes-Benz,17,3550.0,sedan,274,3.2,Diesel,E-Class
BMW,18,2900.0,vagon,230,2.0,Diesel,320
Mercedes-Benz,12,11500.0,van,307,2.2,Diesel,Vito
Volkswagen,11,11800.0,van,218,1.9,Diesel,T5 (Transporter)
Mercedes-Benz,9,69900.0,sedan,76,6.0,Petrol,S 65 AMG
Audi,11,23000.0,other,115,1.8,Petrol,S4
Renault,7,6500.0,van,186,1.5,Diesel,Kangoo
Volkswagen,18,6000.0,vagon,284,1.9,Other,Golf IV
Toyota,6,17200.0,sedan,50,1.6,Petrol,Corolla
Toyota,5,76500.0,crossover,29,4.5,Diesel,Land Cruiser 200
Volkswagen,18,6800.0,vagon,160,2.8,Petrol,Sharan
Volkswagen,25,3750.0,sedan,262,1.8,Petrol,Vento
Volkswagen,12,8000.0,other,300,2.5,Diesel,T5 (Transporter)
Mercedes-Benz,6,58500.0,crossover,128,3.0,Diesel,ML 350
Renault,13,4999.0,sedan,114,1.4,Other,Clio
Volkswagen,6,15800.0,sedan,56,1.4,Other,Jetta
Volkswagen,12,9250.0,sedan,200,2.0,Diesel,Passat B6
Mitsubishi,11,11300.0,crossover,128,2.4,Gas,Outlander
Audi,26,1400.0,sedan,250,1.8,Petrol,80
Toyota,5,80000.0,crossover,23,4.5,Diesel,Land Cruiser 200
BMW,17,11900.0,sedan,1,2.8,Petrol,528
Volkswagen,5,9500.0,hatch,29,1.4,Petrol,Polo
BMW,17,10999.0,other,162,2.2,Petrol,320
Audi,12,23500.0,crossover,119,4.2,Gas,Q7
BMW,12,24500.0,crossover,170,4.8,Gas,X5
Mitsubishi,15,6000.0,sedan,150,1.8,Gas,Virage
Mitsubishi,11,17500.0,crossover,194,3.2,Diesel,Pajero Wagon
Toyota,12,9300.0,sedan,107,1.8,Gas,Avensis
BMW,18,3500.0,vagon,280,3.0,Diesel,330
BMW,7,41500.0,vagon,42,2.0,Petrol,X3
Volkswagen,12,10300.0,other,215,1.9,Other,T5 (Transporter)
Audi,17,2200.0,vagon,280,2.5,Diesel,A6 Allroad
Renault,3,19692.08,crossover,0,1.5,Diesel,Duster
Renault,9,7850.0,van,187,1.5,Diesel,Kangoo
Toyota,14,20000.0,crossover,94,4.5,Petrol,Land Cruiser 105
Audi,21,3800.0,sedan,253,2.5,Diesel,A6
BMW,16,13700.0,sedan,254,3.0,Diesel,530
Toyota,5,31000.0,crossover,86,2.2,Diesel,Rav 4
Volkswagen,9,14400.0,van,237,2.0,Diesel,T5 (Transporter)
Toyota,5,17500.0,hatch,45,1.6,Petrol,Auris
Renault,4,10396.23,vagon,1,1.2,Petrol,Logan
BMW,10,27800.0,crossover,140,3.0,Diesel,X5
Volkswagen,19,5800.0,sedan,200,1.4,Petrol,Golf IV
Renault,11,5800.0,vagon,200,1.46,Diesel,Grand Scenic
Audi,9,21500.0,vagon,165,2.0,Diesel,A6
Volkswagen,25,3600.0,sedan,330,2.8,Gas,Passat B4
BMW,21,6500.0,sedan,388,3.5,Petrol,735
Volkswagen,9,10700.0,vagon,171,1.9,Diesel,Caddy
BMW,20,3100.0,sedan,280,2.0,Diesel,320
Mercedes-Benz,27,1350.0,vagon,240,2.5,Diesel,E-Class
Mercedes-Benz,3,99000.0,sedan,0,3.0,Petrol,CLS 400
Mercedes-Benz,23,5600.0,vagon,355,2.5,Diesel,250
Mercedes-Benz,19,8500.0,sedan,388,4.3,Gas,S 430
BMW,7,24000.0,crossover,108,2.0,Diesel,X1
Mitsubishi,11,9300.0,sedan,95,2.0,Petrol,Lancer X
Toyota,11,15700.0,sedan,125,3.5,Petrol,Camry
Volkswagen,8,9600.0,sedan,106,1.6,Petrol,Polo
Volkswagen,7,21000.0,other,93,2.0,Diesel,Passat B7
Mercedes-Benz,19,3500.0,sedan,303,2.2,Diesel,C-Class
Toyota,9,45500.0,crossover,65,4.0,Gas,FJ Cruiser
Audi,13,20900.0,crossover,185,4.2,Petrol,Q7
Mercedes-Benz,18,6999.0,other,168,2.3,Petrol,CLK 230
Mitsubishi,11,7999.0,sedan,112,2.0,Petrol,Lancer X
BMW,24,6500.0,sedan,1,3.0,Petrol,730
BMW,8,29500.0,sedan,230,3.0,Diesel,530
Renault,8,10300.0,van,138,2.0,Diesel,Trafic
Volkswagen,20,6000.0,other,1,2.5,Diesel,LT
Volkswagen,16,3300.0,vagon,193,1.9,Diesel,Passat B5
Volkswagen,19,2400.0,vagon,320,1.9,Diesel,Passat B5
Audi,10,23900.0,sedan,180,3.0,Diesel,A6
Volkswagen,13,9300.0,sedan,148,2.0,Petrol,Passat B6
Mitsubishi,27,1699.0,hatch,294,1.6,Gas,Lancer
Volkswagen,7,34000.0,crossover,92,3.0,Diesel,Touareg
Toyota,12,14500.0,other,82,2.0,Gas,Rav 4
Volkswagen,7,10400.0,sedan,78,1.6,Petrol,Polo
BMW,22,6100.0,sedan,266,3.5,Petrol,535
Volkswagen,9,7200.0,other,177,1.9,Diesel,Caddy
Mercedes-Benz,10,14000.0,other,144,2.2,Diesel,Vito
Mercedes-Benz,20,8900.0,other,213,5.0,Other,CL 500
BMW,6,22100.0,hatch,42,1.6,Petrol,116
Toyota,6,33950.0,other,65,5.7,Petrol,Tundra
BMW,29,3499.0,sedan,101,2.5,Petrol,525
Audi,9,28500.0,crossover,74,2.0,Petrol,Q5
BMW,15,8800.0,crossover,284,3.0,Diesel,X5
Volkswagen,5,17200.0,other,15,1.2,Petrol,Golf VII
Audi,20,3000.0,sedan,278,2.5,Diesel,A6
Toyota,4,25800.0,sedan,58,2.5,Petrol,Camry
Mercedes-Benz,12,18500.0,sedan,143,5.5,Petrol,S 550
Volkswagen,3,28793.04,van,0,1.6,Diesel,Caddy
BMW,3,42900.0,sedan,2,2.0,Petrol,520
Toyota,11,11800.0,sedan,90,1.8,Petrol,Avensis
Renault,6,7100.0,van,171,1.5,Diesel,Kangoo
Volkswagen,8,22000.0,sedan,26,1.8,Petrol,Passat CC
Volkswagen,30,2700.0,hatch,400,1.8,Gas,Golf II
Toyota,18,7000.0,other,220,1.8,Petrol,Celica
BMW,17,6499.0,other,230,3.0,Diesel,X5
Volkswagen,8,15700.0,sedan,110,1.8,Petrol,Passat B7
Mitsubishi,12,8100.0,sedan,113,2.0,Petrol,Lancer X
Mercedes-Benz,19,12200.0,other,287,3.2,Petrol,ML 320
Renault,12,5400.0,sedan,96,1.4,Petrol,Symbol
Mercedes-Benz,17,5400.0,sedan,285,2.2,Diesel,220
Volkswagen,17,7700.0,vagon,287,1.9,Diesel,Sharan
BMW,11,34000.0,sedan,115,5.0,Petrol,750
Audi,17,3900.0,sedan,302,1.9,Diesel,A6
Mercedes-Benz,15,15000.0,sedan,240,5.0,Petrol,S 500
Volkswagen,11,8999.0,sedan,120,2.0,Petrol,Passat B6
Mitsubishi,11,6300.0,sedan,116,1.5,Petrol,Lancer X
Volkswagen,15,7999.0,van,210,1.6,Gas,Touran
Toyota,12,25200.0,crossover,128,4.0,Gas,Land Cruiser Prado
BMW,8,26999.0,sedan,131,2.0,Diesel,520
Audi,13,16000.0,sedan,180,3.0,Diesel,A6
Mitsubishi,11,9200.0,sedan,115,2.0,Petrol,Lancer X
Volkswagen,15,7000.0,van,250,2.0,Diesel,Caddy
Toyota,3,85000.0,crossover,1,4.5,Diesel,Land Cruiser 200
Volkswagen,29,3200.0,sedan,320,1.8,Gas,Passat B3
Renault,7,11000.0,hatch,127,1.5,Diesel,Megane
Mitsubishi,11,10500.0,crossover,187,2.4,Gas,Outlander
BMW,8,17500.0,sedan,102,2.0,Petrol,320
Renault,15,7200.0,vagon,224,1.5,Diesel,Megane
Toyota,15,8400.0,sedan,195,2.4,Gas,Camry
Volkswagen,8,8350.0,van,1,1.6,Diesel,Caddy
Audi,13,3200.0,vagon,244,2.0,Other,A4
Toyota,9,11999.0,sedan,147,2.4,Petrol,Camry
Toyota,11,29900.0,crossover,144,4.0,Gas,Land Cruiser 200
BMW,18,11500.0,sedan,290,3.0,Diesel,730
Mitsubishi,12,13900.0,vagon,93,3.0,Gas,Outlander XL
Renault,16,5000.0,van,245,1.5,Diesel,Kangoo
Volkswagen,8,12900.0,van,127,1.6,Diesel,Caddy
Mercedes-Benz,13,8650.0,van,344,2.2,Diesel,Vito
Toyota,7,22900.0,crossover,132,2.7,Gas,Venza
Mercedes-Benz,12,13500.0,van,290,2.2,Diesel,Vito
Audi,5,39999.0,crossover,45,2.0,Diesel,Q5
Volkswagen,19,3300.0,sedan,250,1.9,Diesel,Passat B5
Audi,7,32500.0,crossover,108,2.0,Diesel,Q5
Mitsubishi,10,13300.0,crossover,135,3.0,Petrol,Outlander XL
Volkswagen,16,2900.0,vagon,257,1.9,Diesel,Passat B5
Volkswagen,29,2900.0,sedan,315,1.6,Gas,Passat B3
Mercedes-Benz,12,21000.0,crossover,208,3.5,Petrol,ML 350
Toyota,8,89000.0,crossover,61,4.5,Diesel,Land Cruiser 200
Volkswagen,7,23500.0,crossover,48,2.0,Diesel,Tiguan
Mitsubishi,27,4200.0,van,350,1.8,Gas,Space Wagon
Mercedes-Benz,10,70500.0,crossover,99,5.5,Petrol,G 55 AMG
Mercedes-Benz,3,124000.0,crossover,0,4.0,Petrol,GLS 400
Audi,5,39999.0,crossover,45,2.0,Diesel,Q3
Mercedes-Benz,19,1999.0,sedan,400,2.2,Diesel,200
Mercedes-Benz,6,14300.0,other,175,2.2,Diesel,Sprinter 313
Toyota,11,13500.0,sedan,139,2.4,Gas,Camry
Toyota,12,13300.0,sedan,104,2.4,Petrol,Camry
Toyota,13,8200.0,hatch,82,1.3,Petrol,Yaris
Renault,7,12000.0,van,137,1.5,Diesel,Grand Scenic
Renault,16,2150.0,vagon,199,1.9,Diesel,Laguna
Toyota,6,29000.0,vagon,60,2.2,Diesel,Rav 4
Mercedes-Benz,14,9500.0,van,280,2.2,Diesel,Vito
Volkswagen,12,10600.0,van,120,2.0,Diesel,Touran
Mercedes-Benz,11,12500.0,van,238,2.2,Diesel,Vito
Mitsubishi,17,10200.0,crossover,269,3.2,Diesel,Pajero Wagon
Mercedes-Benz,4,50250.0,sedan,0,2.2,Diesel,E-Class
Volkswagen,10,8900.0,van,100,1.4,Gas,Caddy
Mercedes-Benz,17,5500.0,other,220,2.2,Diesel,Vito
BMW,5,45500.0,sedan,42,2.0,Diesel,520
Renault,7,10499.0,other,146,2.0,Diesel,Trafic
Mercedes-Benz,3,99999.0,crossover,0,2.99,Diesel,GLE-Class
Renault,7,9100.0,van,166,2.0,Diesel,Trafic
Mercedes-Benz,11,24500.0,sedan,180,3.2,Diesel,S 320
BMW,3,63500.0,crossover,1,2.0,Diesel,X5
BMW,17,3600.0,sedan,221,3.0,Diesel,530
Renault,9,12900.0,crossover,89,2.5,Petrol,Koleos
Renault,8,6400.0,sedan,51,1.6,Petrol,Logan
BMW,18,8800.0,sedan,287,3.0,Petrol,530
Renault,9,7199.0,sedan,104,1.5,Diesel,Symbol
Renault,14,3300.0,van,250,1.5,Diesel,Kangoo
Audi,30,2400.0,sedan,305,2.3,Gas,100
Volkswagen,12,8400.0,hatch,60,1.39,Petrol,Polo
Mitsubishi,11,7600.0,sedan,180,2.0,Gas,Lancer X
Renault,21,3800.0,van,196,1.9,Diesel,Kangoo
Mercedes-Benz,16,13100.0,sedan,160,3.7,Petrol,S 350
Toyota,9,21950.0,crossover,141,2.7,Gas,Venza
Renault,13,8800.0,van,205,1.9,Diesel,Trafic
Toyota,3,10500.0,hatch,17,1.0,Petrol,Yaris
Mitsubishi,6,24000.0,crossover,20,2.5,Diesel,Pajero Sport
Toyota,12,11800.0,sedan,189,2.4,Gas,Camry
Mercedes-Benz,8,20300.0,sedan,198,1.8,Gas,E-Class
Toyota,10,11600.0,hatch,24,1.6,Petrol,Auris
Mercedes-Benz,12,22000.0,crossover,225,3.5,Gas,ML 350
Mercedes-Benz,14,15800.0,sedan,231,3.5,Gas,E-Class
Mercedes-Benz,6,13500.0,van,97,2.2,Diesel,Vito
Mitsubishi,11,16500.0,crossover,150,3.5,Gas,Outlander XL
Volkswagen,8,40000.0,other,170,2.0,Diesel,Multivan
Mitsubishi,12,9500.0,crossover,150,2.0,Gas,Outlander
Renault,8,6300.0,van,149,1.5,Other,Kangoo
BMW,18,4999.0,sedan,256,2.5,Diesel,525
Toyota,19,14990.0,crossover,280,4.2,Diesel,Land Cruiser 100
Audi,8,16400.0,vagon,152,2.0,Diesel,A4
Mercedes-Benz,12,21300.0,crossover,190,6.3,Petrol,ML 63 AMG
Audi,10,24996.0,sedan,98,3.2,Petrol,A5
Volkswagen,6,22900.0,sedan,45,2.0,Petrol,Jetta
Toyota,12,8300.0,hatch,136,1.6,Petrol,Corolla
Audi,14,12900.0,vagon,255,2.5,Diesel,A6 Allroad
Volkswagen,11,12199.0,vagon,149,2.0,Diesel,Passat B6
Audi,16,9999.0,vagon,198,2.7,Petrol,A6 Allroad
Mercedes-Benz,14,35500.0,crossover,99,5.0,Gas,G 63 AMG
Mitsubishi,14,11500.0,crossover,170,3.0,Gas,Pajero Sport
Mercedes-Benz,9,38500.0,sedan,134,3.0,Diesel,S 350
Mercedes-Benz,17,5500.0,other,250,2.2,Diesel,Vito
Volkswagen,11,9400.0,van,124,2.0,Gas,Caddy
Volkswagen,8,8400.0,van,143,1.6,Diesel,Caddy
Audi,19,2650.0,vagon,268,2.5,Diesel,A6
Toyota,11,12000.0,sedan,133,2.4,Gas,Camry
Mercedes-Benz,18,7500.0,sedan,187,2.0,Gas,C-Class
Volkswagen,4,25900.0,hatch,35,2.0,Diesel,Golf VII
Volkswagen,14,7500.0,sedan,280,1.8,Other,Passat B5
Mercedes-Benz,18,35000.0,other,147,6.0,Petrol,S 600
Audi,22,6200.0,vagon,316,2.6,Gas,A6
Volkswagen,25,1550.0,sedan,161,1.8,Petrol,Vento
Volkswagen,11,8999.0,vagon,161,2.0,Diesel,Passat B6
Mitsubishi,5,21000.0,crossover,29,2.0,Gas,ASX
Volkswagen,7,13500.0,hatch,48,1.4,Petrol,Polo
Toyota,27,3300.0,van,345,2.4,Diesel,Hiace
Mercedes-Benz,21,5990.0,sedan,400,2.0,Gas,E-Class
Mercedes-Benz,14,14800.0,crossover,242,2.7,Diesel,ML 270
Mercedes-Benz,3,47000.0,sedan,0,1.6,Petrol,C-Class
Volkswagen,14,7990.0,sedan,180,1.8,Gas,Passat B5
Volkswagen,12,8999.0,sedan,120,1.9,Diesel,Passat B6
Volkswagen,3,23999.0,sedan,0,1.6,Diesel,Jetta
Audi,23,6500.0,vagon,421,2.5,Diesel,A6
Toyota,11,14000.0,sedan,1,1.8,Petrol,Avensis
Audi,11,23500.0,crossover,116,4.2,Petrol,Q7
Renault,7,9500.0,sedan,89,1.6,Petrol,Fluence
Mercedes-Benz,4,125000.0,sedan,18,3.0,Diesel,S 350
Volkswagen,8,9000.0,van,181,1.6,Diesel,Caddy
Volkswagen,6,10650.0,sedan,65,1.6,Petrol,Polo
Audi,20,6399.0,vagon,230,2.5,Diesel,A6
Mitsubishi,12,7500.0,sedan,140,1.5,Petrol,Lancer X
Volkswagen,5,10200.0,van,105,1.6,Diesel,Caddy
Mercedes-Benz,19,3300.0,sedan,200,2.7,Diesel,E-Class
Mercedes-Benz,18,8300.0,sedan,175,2.0,Petrol,E-Class
Volkswagen,14,7400.0,van,168,1.9,Diesel,Caddy
Toyota,6,28600.0,crossover,66,2.2,Diesel,Rav 4
Audi,22,2800.0,sedan,230,2.8,Petrol,A8
BMW,8,38000.0,crossover,223,3.0,Diesel,535
Toyota,9,11000.0,hatch,74,1.4,Other,Prius
Audi,18,11800.0,sedan,240,4.2,Gas,S8
Renault,11,9500.0,van,275,2.0,Diesel,Trafic
BMW,9,23700.0,crossover,117,2.0,Diesel,X1
Mercedes-Benz,11,35000.0,other,135,5.5,Petrol,CL 550
Volkswagen,10,11000.0,vagon,171,1.9,Diesel,Golf Variant
BMW,11,25800.0,crossover,205,3.0,Diesel,X5
Renault,10,13200.0,van,230,2.0,Diesel,Trafic
Toyota,17,4650.0,hatch,170,1.0,Petrol,Yaris
Mercedes-Benz,17,8300.0,van,337,2.2,Diesel,Vito
Mitsubishi,12,18900.0,crossover,106,3.8,Gas,Pajero Wagon
Mitsubishi,10,12750.0,sedan,59,2.4,Petrol,Galant
Mercedes-Benz,19,3800.0,other,107,0.6,Petrol,Smart
Volkswagen,8,11500.0,other,189,2.0,Diesel,Caddy
Mercedes-Benz,19,4600.0,van,200,2.2,Diesel,Vito
Renault,5,7899.0,van,129,1.5,Other,Kangoo
Mercedes-Benz,3,70999.0,crossover,0,2.2,Diesel,GLE-Class
Toyota,15,8800.0,sedan,300,2.4,Petrol,Camry
Renault,5,8250.0,sedan,16,1.2,Petrol,Logan
Toyota,7,21500.0,crossover,89,2.0,Petrol,Rav 4
Renault,17,2400.0,hatch,1,2.0,Petrol,Laguna
Volkswagen,13,12500.0,other,160,2.5,Other,T5 (Transporter)
Mercedes-Benz,18,2499.0,hatch,201,1.7,Diesel,A 170
BMW,14,14990.0,sedan,135,2.5,Petrol,525
Mitsubishi,8,8260.0,sedan,65,1.5,Petrol,Lancer
BMW,21,6800.0,sedan,230,2.0,Petrol,520
Mitsubishi,18,1999.0,van,168,1.8,Petrol,Space Star
BMW,21,8500.0,other,265,2.8,Gas,328
Toyota,11,24800.0,crossover,90,4.0,Petrol,FJ Cruiser
Mitsubishi,11,11800.0,crossover,120,3.0,Petrol,Outlander XL
Mercedes-Benz,9,35500.0,sedan,100,3.5,Petrol,S 350
Mercedes-Benz,14,9400.0,van,250,2.2,Diesel,Vito
Mercedes-Benz,13,14899.0,other,209,3.0,Diesel,E-Class
Volkswagen,6,15500.0,sedan,178,2.0,Diesel,Passat B7
Renault,20,2200.0,van,290,2.2,Diesel,Espace
Volkswagen,7,8950.0,sedan,133,1.6,Petrol,Polo
BMW,11,17800.0,vagon,159,3.0,Diesel,530
Audi,4,85555.0,sedan,40,3.0,Diesel,A8
Volkswagen,31,2000.0,sedan,300,1.3,Petrol,Jetta
Mercedes-Benz,16,20500.0,sedan,56,5.0,Other,SL 500 (550)
Toyota,7,30990.0,crossover,68,2.7,Gas,Land Cruiser Prado
Toyota,6,39900.0,crossover,11,4.0,Petrol,Tacoma
BMW,12,21900.0,other,25,2.5,Petrol,325
Toyota,7,12400.0,hatch,52,1.4,Other,Prius
Mercedes-Benz,21,5000.0,other,200,2.0,Petrol,CLK 200
Volkswagen,28,3200.0,sedan,367,2.0,Petrol,Passat B3
BMW,22,6500.0,sedan,300,2.8,Gas,528
Mercedes-Benz,11,13600.0,hatch,147,2.0,Diesel,B 200
Audi,12,23500.0,crossover,245,3.0,Diesel,Q7
Audi,12,15499.0,sedan,177,2.0,Diesel,A6
Mercedes-Benz,17,12950.0,sedan,197,2.7,Diesel,E-Class
Toyota,5,23500.0,sedan,80,2.5,Gas,Camry
Renault,14,5950.0,hatch,200,1.5,Diesel,Megane
Mitsubishi,30,2900.0,hatch,300,1.8,Petrol,Galant
Mercedes-Benz,20,5000.0,van,400,2.2,Diesel,Vito
Mercedes-Benz,20,1200.0,sedan,240,2.4,Petrol,E-Class
Volkswagen,13,6500.0,sedan,190,1.9,Diesel,Caddy
Volkswagen,4,51900.0,crossover,30,3.0,Diesel,Touareg
BMW,3,104999.0,crossover,2,3.0,Diesel,X5
Renault,16,4650.0,van,165,1.5,Diesel,Kangoo
Audi,13,12500.0,sedan,165,2.4,Petrol,A6
Volkswagen,11,10250.0,sedan,144,2.0,Diesel,Passat B6
Audi,10,23500.0,other,83,2.0,Petrol,A5
Volkswagen,9,17777.0,van,250,2.0,Diesel,T6 (Transporter)
Mercedes-Benz,18,8300.0,sedan,233,3.2,Diesel,320
Mercedes-Benz,8,39900.0,sedan,84,5.5,Petrol,S 500
Mercedes-Benz,20,5200.0,van,400,2.9,Diesel,Sprinter 210
Audi,7,31500.0,sedan,140,2.0,Diesel,A6
BMW,25,4800.0,sedan,11,2.5,Diesel,325
Volkswagen,5,21550.0,crossover,58,1.4,Petrol,Tiguan
Audi,6,42900.0,crossover,140,3.0,Diesel,Q7
Audi,17,2600.0,sedan,160,2.5,Diesel,A6
Volkswagen,5,31310.0,van,0,2.0,Diesel,Touran
Volkswagen,10,11800.0,van,230,1.9,Diesel,T5 (Transporter)
Mercedes-Benz,3,107000.0,van,0,2.2,Diesel,V 250
BMW,18,9800.0,sedan,264,3.0,Diesel,530
Volkswagen,7,7950.0,van,144,2.0,Gas,Caddy
Mercedes-Benz,20,9000.0,crossover,220,3.2,Gas,ML 320
BMW,21,7400.0,sedan,279,3.5,Gas,735
Toyota,5,24000.0,sedan,60,2.5,Gas,Camry
Mercedes-Benz,20,4800.0,sedan,199,3.2,Diesel,E-Class
Toyota,11,22000.0,crossover,155,2.7,Gas,Land Cruiser Prado
BMW,8,42500.0,crossover,29,3.0,Petrol,X3
Toyota,11,17200.0,crossover,149,4.7,Petrol,Land Cruiser 200
Renault,14,8100.0,crossover,90,1.9,Diesel,Kangoo
Volkswagen,7,37900.0,crossover,73,3.0,Diesel,Touareg
Volkswagen,6,30000.0,sedan,67,2.0,Diesel,Passat B7
Volkswagen,17,7700.0,van,247,1.9,Diesel,T4 (Transporter)
BMW,8,32500.0,sedan,148,3.0,Petrol,535
BMW,13,18700.0,crossover,260,3.0,Diesel,X5
Renault,9,8100.0,van,219,2.5,Diesel,Master
Toyota,18,5050.0,hatch,138,1.0,Petrol,Yaris
Mercedes-Benz,7,11800.0,van,165,2.2,Diesel,Vito
Audi,23,2000.0,sedan,360,1.6,Other,A4
Mercedes-Benz,12,19200.0,sedan,173,5.0,Petrol,S 500
BMW,12,16400.0,sedan,187,4.8,Gas,750
BMW,20,6300.0,sedan,330,2.5,Petrol,525
Mitsubishi,15,15000.0,crossover,295,2.8,Diesel,Pajero Wagon
Toyota,12,23000.0,other,211,4.0,Gas,Land Cruiser Prado
Mercedes-Benz,6,23700.0,sedan,86,1.8,Gas,E-Class
BMW,14,11900.0,sedan,160,2.5,Petrol,525
Audi,16,7900.0,sedan,274,1.8,Gas,A6
Mercedes-Benz,19,4400.0,sedan,308,3.2,Gas,S 320
Volkswagen,7,9900.0,other,181,1.6,Diesel,Caddy
Volkswagen,16,6900.0,hatch,113,1.4,Petrol,Polo
Mercedes-Benz,3,71999.0,crossover,0,2.2,Diesel,GLE-Class
BMW,13,11800.0,crossover,210,3.0,Diesel,X5
Renault,7,10999.0,van,207,2.0,Diesel,Trafic
Mitsubishi,11,18900.0,crossover,93,3.8,Gas,Pajero Wagon
Toyota,8,28900.0,crossover,120,3.5,Petrol,Highlander
Toyota,11,15500.0,crossover,130,2.0,Petrol,Rav 4
BMW,4,63000.0,crossover,0,2.0,Diesel,X5
Toyota,12,11700.0,sedan,145,2.4,Petrol,Camry
BMW,18,4999.0,sedan,327,3.0,Diesel,730
Toyota,12,13300.0,crossover,140,2.4,Petrol,Rav 4
Mercedes-Benz,22,8200.0,sedan,260,3.0,Diesel,S 300
Renault,10,8900.0,van,150,2.0,Diesel,Trafic
BMW,8,60500.0,sedan,110,3.0,Diesel,740
BMW,19,8900.0,sedan,294,2.2,Gas,520
BMW,6,69500.0,sedan,62,4.4,Petrol,750
Volkswagen,14,9000.0,hatch,95,1.6,Gas,Golf V
BMW,14,17800.0,crossover,265,3.0,Diesel,X5
Mercedes-Benz,31,2100.0,other,350,2.4,Diesel,MB
Toyota,9,10700.0,sedan,57,1.3,Petrol,Corolla
Volkswagen,9,17777.0,van,250,2.0,Diesel,Caravelle
Audi,6,73500.0,sedan,53,6.3,Petrol,A8
Mitsubishi,11,9800.0,crossover,92,2.0,Petrol,Outlander
Volkswagen,8,35900.0,van,132,2.0,Diesel,Multivan
Toyota,11,7500.0,hatch,135,1.0,Petrol,Yaris
Renault,29,2500.0,sedan,105,1.4,Petrol,19
Audi,8,39999.0,crossover,100,3.0,Diesel,Q7
Volkswagen,10,22000.0,crossover,123,3.0,Diesel,Touareg
Toyota,10,9800.0,sedan,65,1.6,Petrol,Auris
BMW,7,29999.0,other,73,2.0,Petrol,320
Mercedes-Benz,16,7500.0,sedan,350,2.2,Diesel,Sprinter 208
Toyota,12,12500.0,sedan,138,3.5,Petrol,Camry
BMW,9,39500.0,crossover,115,4.4,Petrol,X5
Volkswagen,10,10600.0,van,240,2.5,Diesel,T5 (Transporter)
Mitsubishi,11,18200.0,crossover,147,3.2,Diesel,Pajero Wagon
Audi,17,4800.0,other,207,2.0,Petrol,A4
BMW,23,3999.0,sedan,238,1.8,Petrol,318
Toyota,8,35500.0,crossover,165,4.0,Gas,Land Cruiser Prado
Toyota,11,13500.0,sedan,158,2.4,Gas,Camry
Mercedes-Benz,12,17500.0,sedan,130,3.0,Petrol,C-Class
